id,answer
11,"The process begins with the augmented matrix form
\[
\begin{pmatrix}
3 & 1 & 0 & | & 1.5 \\
2 & -1 & -1 & | & 2 \\
4 & 3 & 1 & | & 0 \\
\end{pmatrix}
\]
Since $a_{11} = 3 \neq 0$, we wish to eliminate the elements $a_{21}$ and $a_{31}$ by subtracting from the second and third rows the appropriate multiples of the first row. In this case, the multiples are given by $m_{21} = \frac{2}{3}$, and $m_{31} = \frac{4}{3}$. Hence
\[
\begin{pmatrix}
3 & 1 & 0 & | & 1.5 \\
0 & -\frac{5}{3} & -1 & | & 1 \\
0 & \frac{5}{3} & 1 & | & -2 \\
\end{pmatrix}
\]
As $a^{(1)}_{22} = -\frac{5}{3} \neq 0$, therefore, we eliminate entry in $a^{(1)}_{32}$ position by subtracting the multiple $m_{32} = -1$ of the second row from the third row, to get
\[
\begin{pmatrix}
3 & 1 & 0 & | & 1.5 \\
0 & -\frac{5}{3} & -1 & | & 1 \\
0 & 0 & 0 & | & -1 \\
\end{pmatrix}
\]
Obviously, the original set of equations has been transformed to an upper-triangular form. Since the third diagonal element of the obtaining upper-triangular matrix is zero, which means that the coefficient matrix of the given system is singular and therefore, the given system has no unique solution. Now expressing the set in algebraic form yields
\[
\begin{aligned}
3x_1 + x_2 &= 1.5 \\
-\frac{5}{3}x_2 - x_3 &= 1 \\
0x_3 &= -1
\end{aligned}
\]
From the third equation, we find that $0 = -1$, which is not possible, therefore, this system has no solution."
12,"The process begins with the augmented matrix form
\[
\begin{pmatrix}
1 & 1 & 1 & \vdots & 1 \\
2 & 3 & 4 & \vdots & 3 \\
4 & 9 & 16 & \vdots & 11 \\
\end{pmatrix}
\]
Since $a_{11} = 1 \neq 0$, we wish to eliminate the elements $a_{21}$ and $a_{31}$ by subtracting from the second and third rows the appropriate multiples of the first row. In this case, the multiples are given by $m_{21} = \frac{2}{1} = 2$, and $m_{31} = \frac{4}{1} = 4$. Hence
\[
\begin{pmatrix}
1 & 1 & 1 & \vdots& 1 \\
0 & 1 & 2 & \vdots & 1 \\
0 & 5 & 12 & \vdots & 7 \\
\end{pmatrix}
\]
As $a^{(1)}_{22} = 1 \neq 0$, therefore, we eliminate entry in $a^{(1)}_{32}$ position by subtracting the multiple $m_{32} = 5$ of the second row from the third row, to get
\[
\begin{pmatrix}
1 & 1 & 1 & \vdots & 1 \\
0 & 1 & 2 & \vdots & 1 \\
0 & 0 & 2 & \vdots & 2 \\
\end{pmatrix}
\]
Obviously, the original set of equations has been transformed to an upper-triangular form. Since all the diagonal elements of the obtaining upper-triangular matrix are nonzero, which means that the coefficient matrix of the given system is nonsingular and therefore, the given system has a unique solution. Now expressing the set in algebraic form yields
\begin{align*}
x_1 + x_2 + x_3 &= 1 \\
x_2 + 2x_3 &= 1 \\
2x_3 &= 2
\end{align*}
Now using backward substitution to give
\begin{align*}
2x_3 &= 2, & \text{gives } x_3 &= 1, \\
x_2 &= 1 - 2x_3 = 1 - 2, & \text{gives } x_2 &= -1, \\
x_1 &= 1 - x_2 - x_3 = 1 + 1 - 1, & \text{gives } x_1 &= 1.
\end{align*}"
13,"The augmented matrix form of the given system is
\[
\begin{pmatrix}
2 & 2 & 3 & \vdots & 0 \\
3 & k & 5 & \vdots & 0 \\
1 & 7 & 3 & \vdots & 0 \\
\end{pmatrix}
\]
Since $a_{11} = 2 \neq 0$, we wish to eliminate the elements $a_{21}$ and $a_{31}$ by subtracting from the second and third rows the appropriate multiples of the first row. In this case, the multiples are given by $m_{21} = \frac{3}{2}$, and $m_{31} = \frac{1}{2}$. Hence
\[
\begin{pmatrix}
2 & 2 & 3 & \vdots & 0 \\
0 & k-3 & \frac{1}{2} & \vdots & 0 \\
0 & 6 & \frac{3}{2} & \vdots & 0 \\
\end{pmatrix}
\]
If $a^{(1)}_{22} = k-3 = 0$, then we eliminate the entry in $a^{(1)}_{32}$ position by subtracting the multiple $m_{32} = \frac{6}{k-3}$ of the second row from the third row, to get
\[
\begin{pmatrix}
2 & 2 & 3 & \vdots & 0 \\
0 & k-3 & \frac{1}{2} & \vdots & 0 \\
0 & 0 & \frac{3k-15}{2(k-3)} & \vdots & 0 \\
\end{pmatrix}
\]
Since we know that a homogeneous system of $n$ equations in $n$ unknowns has a solution other than the trivial solution if and only if the determinant of the coefficient matrix is equal to zero, therefore, we put $\frac{3k-15}{2(k-3)} = 0$, which gives $k=5$.

Now expressing the set in algebraic form yields the underdetermined linear system
\begin{align*}
2x_1 + 2x_2 + 3x_3 &= 0, \\
2x_2 + \frac{1}{2}x_3 &= 0, \\
0x_3 &= 0,
\end{align*}
which has infinitely many solutions. If we take $x_3 = 4$, then we get $x_1 = -5$, $x_2 = -1$, $x_3 = 4$."
14,"Applying the forward elimination step of the simple Gaussian elimination on the given matrix $A$ and eliminating the elements below the first pivot (first diagonal element) to 
\[
\begin{pmatrix}
3 & 1 & -1 \\
0 & -\frac{2}{3} & \frac{14}{3} \\
0 & -\frac{16}{3} & \frac{4}{3}
\end{pmatrix}
\]
we finished with the first elimination step. The second pivot is in the (2,2) position but after eliminating the element below it we find the triangular form to be
\[
\begin{pmatrix}
3 & 1 & -1 \\
0 & -\frac{2}{3} & \frac{14}{3} \\
0 & 0 & -36
\end{pmatrix}
\]
Since the number of pivots are three, therefore, the rank of the given matrix is 3. Note that the original matrix is nonsingular as the rank of a $3 \times 3$ matrix is 3.

Now applying the forward elimination step of the simple Gaussian elimination on the given matrix $B$ and eliminating the elements below the first pivot (first diagonal element) to 
\[
\begin{pmatrix}
4 & 1 & 6 \\
0 & \frac{27}{4} & \frac{17}{2} \\
0 & -\frac{5}{4} & \frac{3}{2}
\end{pmatrix}
\]
we finished with the first elimination step. The second pivot is in the (2,2) position but after eliminating the element below it we find the triangular form to be
\[
\begin{pmatrix}
4 & 1 & 6 \\
0 & \frac{27}{4} & \frac{17}{2} \\
0 & 0 & \frac{83}{27}
\end{pmatrix}
\]
Since the number of pivots are three, therefore, the rank of the given matrix is 3. Note that this matrix is also nonsingular.

Repeating the same above procedure in finding the rank of the matrix $C$, we get,the matrices
\[
\begin{pmatrix}
17 & 46 & 7 \\
0 & -\frac{87}{17} & -\frac{4}{17} \\
0 & -\frac{174}{17} & -\frac{8}{17}
\end{pmatrix}
\]
and
\[
\begin{pmatrix}
17 & 46 & 7 \\
0 & -\frac{87}{17} & -\frac{4}{17} \\
0 & 0 & 0
\end{pmatrix}
\]
Since the number of pivots is two, therefore, the rank of the given matrix is 2. Note that the original matrix $C$ is singular as the rank of a $3 \times 3$ matrix is 2."
15,"The process begins with the augmented matrix form
\[
\begin{pmatrix}
1.001 & 1.5 & \vdots & 0 \\
2 & 3 & \vdots & 1 \\
\end{pmatrix}
\]
Since $a_{11} = 1.001 \neq 0$, we wish to eliminate the elements $a_{21}$ by subtracting from the second row the appropriate multiple of the first row. In this case, the multiple is given as
\[
m_{21} = \frac{2}{1.001} = 1.9980
\]
Hence, the matrix becomes
\[
\begin{pmatrix}
1.001 & 1.5 & \vdots & 0 \\
0 & 0.003 & \vdots & 1 \\
\end{pmatrix}
\]
Obviously, the original set of equations has been transformed to an upper-triangular form. Since all the diagonal elements of the obtained upper-triangular matrix are nonzero, which means that the coefficient matrix of the given system is nonsingular and therefore, the given system has a unique solution. Now expressing the set in algebraic form yields
\[
\begin{aligned}
1.001x_1 + 1.5x_2 &= 0 \\
0.003x_2 &= 1
\end{aligned}
\]
Now using backward substitution to give
\[
0.003x_2 = 1,
\]
gives
\[
1.001x_1 = 0 - 1.5x_2,
\]
which results in
\[
x_2 = 333.6667 \quad \text{and} \quad x_1 = -500.0000.
\]"
16,"Writing the given system in the augmented matrix form
\[
\begin{pmatrix}
1 & 4 & 1 & \vdots & 1 \\
2 & 4 & 1 & \vdots & 9 \\
3 & 5 & -2 & \vdots & 11 \\
\end{pmatrix}
\]
The first elimination step is to eliminate elements $a_{21} = 2$ and $a_{31} = 3$ by subtracting the multiples $m_{21} = 2$ and $m_{31} = 3$ of row 1 from rows 2 and 3 respectively, gives
\[
\begin{pmatrix}
1 & 4 & 1 & \vdots & 1 \\
0 & -4 & -1 & \vdots & 7 \\
0 & -7 & -5 & \vdots & 8 \\
\end{pmatrix}
\]
The second row is now divided by -4 to give
\[
\begin{pmatrix}
1 & 4 & 1 & \vdots & 1 \\
0 & 1 & 1/4 & \vdots & -7/4 \\
0 & -7 & -5 & \vdots & 8 \\
\end{pmatrix}
\]
The second elimination step is to eliminate elements in positions $a_{12} = 4$ and $a_{32} = -7$ by subtracting the multiples $m_{12} = 4$ and $m_{32} = -7$ of row 2 from rows 1 and 3 respectively, gives
\[
\begin{pmatrix}
1 & 0 & 0 & \vdots & 8 \\
0 & 1 & 1/4 & \vdots & -7/4 \\
0 & 0 & -13/4 & \vdots & -17/4 \\
\end{pmatrix}
\]
The third row is now divided by $-13/4$ to give
\[
\begin{pmatrix}
1 & 0 & 0 & \vdots & 8 \\
0 & 1 & 1/4 & \vdots & -7/4 \\
0 & 0 & 1 & \vdots & 17/13 \\
\end{pmatrix}
\]
The third elimination step is to eliminate elements in positions $a_{23} = -1$ by subtracting the multiples $m_{23} = -\frac{1}{4}$ and $m_{13} = 2$ of row 3 from row 2, gives
\[
\begin{pmatrix}
1 & 0 & 0 & \vdots & 8 \\
0 & 1 & 0 & \vdots & -\frac{27}{13} \\
0 & 0 & 1 & \vdots & \frac{17}{13} \\
\end{pmatrix}
\]
Obviously, the original set of equations has been transformed to a diagonal form. Now expressing the set in algebraic form yields
\[
\begin{aligned}
x_1 &= 8, \\
x_2 &= -\frac{27}{13}, \\
x_3 &= \frac{17}{13},
\end{aligned}
\]
which is the required solution of the given system."
17,"Consider the augmented matrix form:

\[
\begin{pmatrix}
3 & -9 & 5 & \vert & 1 & 0 & 0 \\
0 & 5 & 1 & \vert & 0 & 1 & 0 \\
-1 & 6 & 3 & \vert & 0 & 0 & 1 \\
\end{pmatrix}
\]

Using the Gauss-Jordan procedure, we get the following sequence of matrix transformations:

\[
\begin{aligned}
\begin{pmatrix}
1 & -3 & 1.6667 & \vert & 0.3333 & 0 & 0 \\
0 & 5 & 1 & \vert & 0 & 1 & 0 \\
-1 & 6 & 3 & \vert & 0 & 0 & 1 \\
\end{pmatrix}
&\rightarrow
\begin{pmatrix}
1 & -3 & 1.6667 & \vert & 0.3333 & 0 & 0 \\
0 & 5 & 1 & \vert & 0 & 1 & 0 \\
0 & 3 & 4.6667 & \vert & 0.3333 & 0 & 1 \\
\end{pmatrix}
\\[10pt]
&\rightarrow
\begin{pmatrix}
1 & -3 & 1.6667 & \vert & 0.3333 & 0 & 0 \\
0 & 1 & 0.2000 & \vert & 0 & 0.2000 & 0 \\
0 & 3 & 4.6667 & \vert & 0.3333 & 0 & 1 \\
\end{pmatrix}
\\[10pt]
&\rightarrow
\begin{pmatrix}
1 & 0 & 2.2667 & \vert & 0.3333 & 0.6000 & 0 \\
0 & 1 & 0.2000 & \vert & 0 & 0.2000 & 0 \\
0 & 0 & 4.0667 & \vert & 0.3333 & -0.6000 & 1 \\
\end{pmatrix}
\\[10pt]
&\rightarrow
\begin{pmatrix}
1 & 0 & 0 & \vert & 0.1475 & 0.9344 & -0.5574 \\
0 & 1 & 0.2000 & \vert & 0 & 0.2000 & 0 \\
0 & 0 & 1 & \vert & 0.0820 & -0.1475 & 0.2459 \\
\end{pmatrix}
\\[10pt]
&\rightarrow
\begin{pmatrix}
1 & 0 & 0 & \vert & 0.1475 & 0.9344 & -0.5574 \\
0 & 1 & 0 & \vert & -0.0164 & 0.2295 & -0.0492 \\
0 & 0 & 1 & \vert & 0.0820 & -0.1475 & 0.2459 \\
\end{pmatrix}
\end{aligned}
\]

Thus, the inverse of matrix \( A^{-1} \) is:

\[
A^{-1} =
\begin{pmatrix}
0.1475 & 0.9344 & -0.5574 \\
-0.0164 & 0.2295 & -0.0492 \\
0.0820 & -0.1475 & 0.2459 \\
\end{pmatrix}
\]"
18,"Solving the following equation to find the eigenvalues of the given matrix
\[
\begin{vmatrix}
A - \lambda I
\end{vmatrix} = -\lambda^3 + 7\lambda^2 - 14\lambda + 8 = -( \lambda - 2)( \lambda - 1)( \lambda - 4) = 0
\]
gives
\[
\lambda_1 = 4, \quad \lambda_2 = 2, \quad \lambda_3 = 1.
\]
The eigenvalues of the matrix. The corresponding eigenvectors are
\[
\mathbf{x}_1 = \begin{bmatrix} -1 & 1 &\ \frac{1}{2} \end{bmatrix}^T, \quad \mathbf{x}_2 = \begin{bmatrix} 1 & 0 & 0 \end{bmatrix}, \quad \mathbf{x}_3 = \begin{bmatrix} -1 & 1 & 1 \end{bmatrix}.
\]
Also
\[
A^T A = \begin{bmatrix}
4 & -4 & 6 \\
-4 & 14 & -14 \\
6 & -14 & 17
\end{bmatrix},
\]
and the characteristic equation of $A^T A$ is
\[
\begin{vmatrix}
A^T A - \lambda I
\end{vmatrix} = -\lambda^3 + 35\lambda^2 - 114\lambda + 64 = 0,
\]
which gives eigenvalues of $A^T A$
\[
\lambda_1 = 31.4386, \quad \lambda_2 = 2.8461, \quad \lambda_3 = 0.7153.
\]
Thus
\[
\rho(A^T A) = \sqrt{31.4386} = 5.6070 > 4 = \rho(A)."
19,"""Given a matrix $A$ with rank 2, positive singular values $\sigma_1$ and $\sigma_2$, we have $\sigma_1 > \lambda_{\text{max}} = 5$ and $\sigma_2 < \lambda_{\text{min}} = 3$. Starting with $A^T A$ and $AA^T$:

\[ A^T A = \begin{pmatrix} 25 & 20 \\ 20 & 25 \end{pmatrix}, \quad AA^T = \begin{pmatrix} 9 & 12 \\ 12 & 41 \end{pmatrix}. \]

Both have the same trace (50) and the same eigenvalues $\sigma^2_1 = 45$ and $\sigma^2_2 = 5$. The square roots are $\sigma_1 = \sqrt{45}$ and $\sigma_2 = \sqrt{5}$. Then $\sigma_1 \sigma_2 = 15$ which is the determinant of $A$.

A key step is to find the eigenvectors of $A^T A$ (with eigenvalues 45 and 5):

\[ \begin{pmatrix} 25 & 20 \\ 20 & 25 \end{pmatrix} \begin{pmatrix} 1 \\ 1 \end{pmatrix} = 45 \begin{pmatrix} 1 \\ 1 \end{pmatrix}, \quad \begin{pmatrix} 25 & 20 \\ 20 & 25 \end{pmatrix} \begin{pmatrix} -1 \\ 1 \end{pmatrix} = 5 \begin{pmatrix} -1 \\ 1 \end{pmatrix}. \]

Then $v_1$ and $v_2$ are those (orthogonal) eigenvectors rescaled to length 1. Right singular vectors:

\[ v_1 = \frac{1}{\sqrt{2}} \begin{pmatrix} 1 \\ 1 \end{pmatrix}, \quad v_2 = \frac{1}{\sqrt{2}} \begin{pmatrix} -1 \\ 1 \end{pmatrix}. \]

Left singular vectors $u_i$ are computed as follows:

Given $A\mathbf{v}_1 = \frac{3}{\sqrt{2}}\begin{pmatrix}1 \\ \frac{1}{3}\end{pmatrix} = \sqrt{45}\begin{pmatrix}\frac{1}{\sqrt{10}} \\ \frac{1}{3}\end{pmatrix} = \sigma_1 \mathbf{u}_1$ and $A\mathbf{v}_2 = \frac{1}{\sqrt{2}}\begin{pmatrix}-3 \\ 1\end{pmatrix} = \sqrt{5}\begin{pmatrix}\frac{1}{\sqrt{10}} \\ -\frac{3}{1}\end{pmatrix} = \sigma_2 \mathbf{u}_2$. The division by $\sqrt{10}$ makes $\mathbf{u}_1$ and $\mathbf{u}_2$ orthonormal. Then $\sigma_1 = \sqrt{45}$ and $\sigma_2 = \sqrt{5}$ as expected. The Singular Value Decomposition is $A = U\Sigma V^T$:

$U = \frac{1}{\sqrt{10}}\begin{pmatrix}1 & -3 \\ 3 & 1\end{pmatrix}, \quad \Sigma = \begin{pmatrix}\sqrt{45} & 0 \\ 0 & \sqrt{5}\end{pmatrix}, \quad V = \frac{1}{\sqrt{2}}\begin{pmatrix}1 & -1 \\ 1 & 1\end{pmatrix}$.

Let $U$ and $V$ contain orthonormal bases for the column space and the row space, respectively (both spaces are $\mathbb{R}^2$). The real achievement is that these two bases diagonalize $A$: $AV = U \Sigma$. Then the matrix $U^T A V = \Sigma$ is diagonal. The matrix $A$ can be expressed as a combination of two rank-one matrices, columns times rows:
\[
\sigma_1 \mathbf{u}_1 \mathbf{v}_1^T + \sigma_2 \mathbf{u}_2 \mathbf{v}_2^T = \sqrt{45} \begin{pmatrix} 1 \\ 3 \end{pmatrix} \begin{pmatrix} 1 & 3 \end{pmatrix} + \sqrt{5} \begin{pmatrix} 3 \\ -1 \end{pmatrix} \begin{pmatrix} -3 & 1 \end{pmatrix} = \begin{pmatrix} 3 & 0 \\ 0 & 5 \end{pmatrix} = A.
\]"
20,"For $S$ to be orthogonal, the vectors in $S$ must be mutually orthogonal to each other. We therefore have:
\[
\begin{bmatrix}
1 \\
0 \\
0 \\

\end{bmatrix}
\cdot
\begin{bmatrix}
x \\
y \\
z
\end{bmatrix}
= 0
\]
\[
\begin{bmatrix}
0 \\
\cos x \\
\sin x
\end{bmatrix}
\cdot
\begin{bmatrix}
x \\
y \\
z
\end{bmatrix}
= 0
\]
which gives the following set of equations on variables $x, y, z$:
\[
x = 0
\]
\[
(\cos x) y + (\sin x) z = 0.
\]

The set of solutions
\[
\begin{bmatrix}
x \\
y \\
z
\end{bmatrix}
\]
is:
\[
\left\{
\begin{bmatrix}
0 \\
-\frac{\sin x}{\cos x} t \\
t
\end{bmatrix}
\ \middle|\ t \in \mathbb{R}
\right\}.
\]"
21,"Recall that $A$ is orthogonal if and only if both conditions below are satisfied:
\begin{itemize}
    \item All column vectors are mutually orthogonal.
    \item All column vectors have unit length.
\end{itemize}

In Problem 1, we have already obtained the set of $\begin{bmatrix} y \\ z \end{bmatrix}$ satisfying the first bullet:
\[
\left\{ \begin{bmatrix} 0 \\ -\frac{\sin \theta}{\cos \theta} t \\ t \end{bmatrix} \ \middle|\ t \in \mathbb{R} \right\}.
\]

To satisfy the second bullet, we need:
\[
x^2 + y^2 + z^2 = 1 \implies
\left( -\frac{\sin \theta}{\cos \theta} t \right)^2 + t^2 = 1 \implies
t^2 \left( \frac{\sin^2 \theta}{\cos^2 \theta} + 1 \right) = 1 \implies
t^2 = \frac{\cos^2 \theta}{\cos^2 \theta}
\]
which means that $t = \cos \theta$ or $t = -\cos \theta$. Hence, there are only two $\begin{bmatrix} x \\ y \\ z \end{bmatrix}$ that can make $A$ orthogonal:
\[
\begin{bmatrix} 0 \\ -\sin \theta \\ \cos \theta \end{bmatrix}, \begin{bmatrix} 0 \\ \sin \theta \\ -\cos \theta \end{bmatrix}
\]"
22,"We aim to obtain three eigenvectors of $A$ � denote them as $v_1, v_2, v_3$ respectively � that are mutually orthogonal to each other and have lengths 1.

To start with, find the eigenvalues of $A$: $\lambda_1 = 1$ and $\lambda_2 = -1$.

Now, obtain the eigenspace of $\lambda_1$:
\[
\left\{ \begin{bmatrix} u \\ u \\ v \end{bmatrix} \ \middle|\ u, v \in \mathbb{R} \right\}.
\]

This set has dimension 2. We will first take from the set two eigenvectors $x_1$ and $x_2$ that are orthogonal to each other. For this purpose, first set $x_1$ to an arbitrary non-zero vector, e.g., $\begin{bmatrix} 1 \\ 1 \\ 0 \end{bmatrix}$.

Regarding $x_2 = \begin{bmatrix} u \\ u \\ v \end{bmatrix}$, we ensure orthogonality between $x_1$ and $x_2$ by requiring their dot product to be 0:
\[
\begin{bmatrix} 1 & 1 & 0 \end{bmatrix} \begin{bmatrix} u \\ u \\ v \end{bmatrix} = 0 \implies
u + u = 0 \implies
u = 0.
\]

Note that there is no constraint on $v$. We can set $v$ to be any value such that $x_2$ is not a zero-vector, e.g., $v = 1$ which gives $x_2 = \begin{bmatrix} 0 \\ 0 \\ 1 \end{bmatrix}$. Finally, normalize $x_1$ and $x_2$ to have length 1, which gives:
\[
v_1 = \begin{bmatrix} 1/\sqrt{2} \\ 1/\sqrt{2} \\ 0 \end{bmatrix} \quad \text{and} \quad v_2 = \begin{bmatrix} 0 \\ 0 \\ 1 \end{bmatrix}.
\]

Next, obtain the eigenspace of $\lambda_2$:
\[
\left\{ \begin{bmatrix} -t \\ 0 \\ t \end{bmatrix} \ \middle|\ t \in \mathbb{R} \right\}.
\]

This set has dimension 1. Take an arbitrary eigenvector from the set, e.g., $x_3 = \begin{bmatrix} -1 \\ 0 \\ 1 \end{bmatrix}$. Normalizing this vector to have length 1 gives $v_3 = \begin{bmatrix} -1/\sqrt{2} \\ 0 \\ 1/\sqrt{2} \end{bmatrix}$.

Therefore:
\[
Q = \begin{bmatrix}
1/\sqrt{2} & 0 & -1/\sqrt{2} \\
1/\sqrt{2} & 0 & 0 \\
0 & 1 & 1/\sqrt{2}
\end{bmatrix}
\]
\[
B = \begin{bmatrix}
1 & 0 & 0 \\
0 & 1 & 0 \\
0 & 0 & -1
\end{bmatrix}.
\]"
23,"Since this matrix is triangular, the eigenvalues are $\lambda_1 = 2$ and $\lambda_2 = 4$. By solving $(A - \lambda I) \mathbf{x} = 0$ for each eigenvalue, we would find the following:
\[
\lambda_1 = 2 : \mathbf{v}_1 = \begin{bmatrix} 1 \\ 0 \\ 0 \end{bmatrix}, \quad \lambda_2 = 4 : \mathbf{v}_2 = \begin{bmatrix} 5 \\ 1 \\ 1 \end{bmatrix}.
\]

Every eigenvector of $A$ is a multiple of $\mathbf{v}_1$ or $\mathbf{v}_2$ which means there are not three linearly independent eigenvectors of $A$ and by Theorem 5, $A$ is not diagonalizable."
24,"Here the characteristic polynomial is given by
\[
c_A(x) = \det \begin{bmatrix} x-2 & 0 & 0 \\ -1 & x-2 & 1 \\ -1 & -3 & x+2 \end{bmatrix} = (x-2)(x-1)(x+1),
\]
so the eigenvalues are $\lambda_1 = 2$, $\lambda_2 = 1$, and $\lambda_3 = -1$. To find all eigenvectors for $\lambda_1 = 2$, compute
\[
\lambda_1 I - A = \begin{bmatrix} 2-2 & 0 & 0 \\ -1 & 2-2 & 1 \\ -1 & -3 & 2+2 \end{bmatrix} = \begin{bmatrix} 0 & 0 & 0 \\ -1 & 0 & 1 \\ -1 & -3 & 4 \end{bmatrix}.
\]

We want the (nonzero) solutions to $(\lambda_1 I - A) \mathbf{x} = 0$. The augmented matrix becomes
\[
\begin{bmatrix} 0 & 0 & 0 & 0 \\ -1 & 0 & 1 & 0 \\ -1 & -3 & 4 & 0 \end{bmatrix} \rightarrow \begin{bmatrix} 1 & 0 & -1 & 0 \\ 0 & 1 & -1 & 0 \\ 0 & 0 & 0 & 0 \end{bmatrix}
\]
using row operations. Hence, the general solution to $(\lambda_1 I - A) \mathbf{x} = 0$ is $\mathbf{x} = t \begin{bmatrix} 1 \\ 1 \\ 1 \end{bmatrix}$ where $t$ is arbitrary, so we can use $\mathbf{x}_1 = \begin{bmatrix} 1 \\ 1 \\ 1 \end{bmatrix}$ as the basic eigenvector corresponding to $\lambda_1 = 2$. As the reader can verify, the Gaussian algorithm gives basic eigenvectors $\mathbf{x}_2 = \begin{bmatrix} 0 \\ 1 \\ 1 \end{bmatrix}$ and $\mathbf{x}_3 = \begin{bmatrix} 0 \\ 1 \\ 3 \end{bmatrix}$ corresponding to $\lambda_2 = 1$ and $\lambda_3 = -1$, respectively. Note that to eliminate fractions, we could instead use $\mathbf{x}_3 = \begin{bmatrix} 0 \\ 1 \\ 3 \end{bmatrix}$ as the basic $\lambda_3$-eigenvector."
25,"The characteristic polynomial of $A$ is (adding twice row 1 to row 2):
\[
c_A(x) = \det \begin{bmatrix} x-1 & 0 & 1 \\ 0 & x-1 & -2 \\ 1 & -2 & x-5 \end{bmatrix} = (x-1)(x-6)
\]

Thus the eigenvalues are $\lambda = 0, 1$, and $6$, and corresponding eigenvectors are
\[
\mathbf{x}_1 = \begin{bmatrix} 1 \\ -2 \\ 1 \end{bmatrix}, \quad \mathbf{x}_2 = \begin{bmatrix} 2 \\ 0 \\ 1 \end{bmatrix}, \quad \mathbf{x}_3 = \begin{bmatrix} -1 \\ -2 \\ 5 \end{bmatrix}
\]

respectively. Moreover, by what appears to be remarkably good luck, these eigenvectors are orthogonal. We have $\|\mathbf{x}_1\|^2 = 6$, $\|\mathbf{x}_2\|^2 = 5$, and $\|\mathbf{x}_3\|^2 = 30$, so
\[
P = \left[ \frac{1}{\sqrt{6}} \mathbf{x}_1 \quad \frac{1}{\sqrt{5}} \mathbf{x}_2 \quad \frac{1}{\sqrt{30}} \mathbf{x}_3 \right] = \frac{1}{\sqrt{30}} \begin{bmatrix} \sqrt{5} & 2\sqrt{6} & -1 \\ -2\sqrt{5} & 0 & -2 \\ \sqrt{5} & \sqrt{6} & 5 \end{bmatrix}
\]

is an orthogonal matrix. Thus $P^{-1} = P^T$ and
\[
P^T A P = \begin{bmatrix} 0 & 0 & 0 \\ 0 & 1 & 0 \\ 0 & 0 & 6 \end{bmatrix}
\]

by the diagonalization algorithm."
26,"The characteristic polynomial is
\[
c_A(x) = \det \begin{bmatrix} x-8 & 2 & -2 \\ 2 & x-5 & -4 \\ -2 & -4 & x-5 \end{bmatrix} = (x-9)^2
\]

Hence the distinct eigenvalues are 0 and 9 of multiplicities 1 and 2, respectively, so $\dim(E_0) = 1$ and $\dim(E_9) = 2$ by Theorem 5.5.6 ($A$ is diagonalizable, being symmetric). Gaussian elimination gives
\[
E_0(A) = \operatorname{span}\{\mathbf{x}_1\}, \quad \mathbf{x}_1 = \begin{bmatrix} 1 \\ 2 \\ -2 \end{bmatrix},
\]
and
\[
E_9(A) = \operatorname{span}\left\{\begin{bmatrix} -2 \\ 1 \\ 0 \end{bmatrix}, \begin{bmatrix} 2 \\ 0 \\ 1 \end{bmatrix}\right\}.
\]

The eigenvectors in $E_9$ are both orthogonal to $\mathbf{x}_1$ as Theorem 8.2.4 guarantees, but not to each other. However, the Gram-Schmidt process yields an orthogonal basis
\[
\{\mathbf{x}_2, \mathbf{x}_3\} \text{ of } E_9(A) \quad \text{where} \quad \mathbf{x}_2 = \begin{bmatrix} -2 \\ 1 \\ 0 \end{bmatrix} \text{ and } \mathbf{x}_3 = \begin{bmatrix} 2 \\ 4 \\ 5 \end{bmatrix}.
\]

Normalizing gives orthonormal vectors $\frac{1}{\|\mathbf{x}_1\|} \mathbf{x}_1$, $\frac{1}{\sqrt{5}} \mathbf{x}_2$, $\frac{1}{\sqrt{45}} \mathbf{x}_3$, so
\[
P = \left[ \frac{1}{\|\mathbf{x}_1\|} \mathbf{x}_1 \quad \frac{1}{\sqrt{5}} \mathbf{x}_2 \quad \frac{1}{\sqrt{45}} \mathbf{x}_3 \right] = \frac{1}{\sqrt{45}} \begin{bmatrix} \sqrt{5} & -6 & 2 \\ 2\sqrt{5} & 3 & 4 \\ -2\sqrt{5} & 0 & 5 \end{bmatrix}
\]

is an orthogonal matrix such that $P^{-1} A P$ is diagonal.
It is worth noting that other, more convenient, diagonalizing matrices $P$ exist. For example,
\[
\mathbf{y}_2 = \begin{bmatrix} 2 \\ 2 \\ 1 \end{bmatrix} \text{ and } \mathbf{y}_3 = \begin{bmatrix} -2 \\ 1 \\ 1 \end{bmatrix}
\]
lie in $E_9(A)$ and they are orthogonal. Moreover, they both have norm $\sqrt{3}$ (as does $\mathbf{x}_1$), so
\[
Q = \left[ \frac{1}{\sqrt{3}} \mathbf{x}_1 \quad \frac{1}{\sqrt{3}} \mathbf{y}_2 \quad \frac{1}{\sqrt{3}} \mathbf{y}_3 \right] = \frac{1}{\sqrt{3}} \begin{bmatrix} 1 & 2 & -2 \\ 2 & 2 & 1 \\ -2 & 1 & 1 \end{bmatrix}
\]

is a nicer orthogonal matrix with the property that $Q^{-1} A Q$ is diagonal."
