id,answer
359,"The Frobenius norm is the square root of the sum of squares of all entries:
$\|F\|_F = \sqrt{2^2 + (-1)^2 + 3^2 + 1^2 + 4^2 + (-2)^2 + (-3)^2 + 2^2 + 1^2}$
$= \sqrt{4 + 1 + 9 + 1 + 16 + 4 + 9 + 4 + 1} = \sqrt{49} = 7$"
360,"First, I'll find the Cholesky factor L such that $G = LL^T$:
$L_{11} = \sqrt{9} = 3$
$L_{21} = \frac{6}{3} = 2$
$L_{22} = \sqrt{5 - 2^2} = 1$
So $L = \begin{pmatrix} 3 & 0 \\ 2 & 1 \end{pmatrix}$

Now solve $Ly = b$:
$3y_1 = 21 \Rightarrow y_1 = 7$
$2y_1 + y_2 = 16 \Rightarrow 14 + y_2 = 16 \Rightarrow y_2 = 2$

Finally solve $L^Tx = y$:
$3x_1 + 2x_2 = 7$
$x_2 = 2$
$x_1 = \frac{7 - 4}{3} = 1$

Solution: $x = \begin{pmatrix} 1 \\ 2 \end{pmatrix}$"
361,"I need to compute $H^TH$ and find its eigenvalues:
$H^TH = \begin{pmatrix} 3 & 1 & 2 \\ 1 & 3 & 0 \end{pmatrix}\begin{pmatrix} 3 & 1 \\ 1 & 3 \\ 2 & 0 \end{pmatrix} = \begin{pmatrix} 14 & 6 \\ 6 & 10 \end{pmatrix}$

Characteristic equation: $(14-\lambda)(10-\lambda) - 36 = \lambda^2 - 24\lambda + 104 = 0$
$\lambda = \frac{24 \pm \sqrt{576 - 416}}{2} = \frac{24 \pm \sqrt{160}}{2} = \frac{24 \pm 4\sqrt{10}}{2} = 12 \pm 2\sqrt{10}$

Singular values: $\sigma_1 = \sqrt{12 + 2\sqrt{10}} \approx 4.24$, $\sigma_2 = \sqrt{12 - 2\sqrt{10}} \approx 1.41$"
362,"The spectral radius is the largest absolute value of the eigenvalues.
Characteristic equation: $(0.4-\lambda)(0.5-\lambda) - (0.3)(0.2) = \lambda^2 - 0.9\lambda + 0.14 = 0$
$\lambda = \frac{0.9 \pm \sqrt{0.81 - 0.56}}{2} = \frac{0.9 \pm \sqrt{0.25}}{2} = \frac{0.9 \pm 0.5}{2}$
$\lambda_1 = 0.7, \lambda_2 = 0.2$
Spectral radius: $\rho(I) = \max\{|0.7|, |0.2|\} = 0.7$"
363,"The normal equations are $J^TJx = J^Tc$:
$J^TJ = \begin{pmatrix} 1 & 2 & 1 & 3 \\ 3 & 1 & 2 & 1 \end{pmatrix}\begin{pmatrix} 1 & 3 \\ 2 & 1 \\ 1 & 2 \\ 3 & 1 \end{pmatrix} = \begin{pmatrix} 15 & 11 \\ 11 & 15 \end{pmatrix}$

$J^Tc = \begin{pmatrix} 1 & 2 & 1 & 3 \\ 3 & 1 & 2 & 1 \end{pmatrix}\begin{pmatrix} 7 \\ 6 \\ 5 \\ 8 \end{pmatrix} = \begin{pmatrix} 36 \\ 36 \end{pmatrix}$

Solving $\begin{pmatrix} 15 & 11 \\ 11 & 15 \end{pmatrix}x = \begin{pmatrix} 36 \\ 36 \end{pmatrix}$:
$\det = 225 - 121 = 104$
$x = \frac{1}{104}\begin{pmatrix} 15 & -11 \\ -11 & 15 \end{pmatrix}\begin{pmatrix} 36 \\ 36 \end{pmatrix} = \frac{1}{104}\begin{pmatrix} 144 \\ 144 \end{pmatrix} = \begin{pmatrix} \frac{18}{13} \\ \frac{18}{13} \end{pmatrix}$"
364,"First find $K^TK$:
$K^TK = \begin{pmatrix} 2 & 1 \\ 1 & 1.5 \end{pmatrix}^T\begin{pmatrix} 2 & 1 \\ 1 & 1.5 \end{pmatrix} = \begin{pmatrix} 5 & 3.5 \\ 3.5 & 3.25 \end{pmatrix}$

Eigenvalues: $(5-\lambda)(3.25-\lambda) - 12.25 = \lambda^2 - 8.25\lambda + 4$
$\lambda = \frac{8.25 \pm \sqrt{68.0625 - 16}}{2} = \frac{8.25 \pm \sqrt{52.0625}}{2} = \frac{8.25 \pm 7.215}{2}$
$\lambda_1 \approx 7.73, \lambda_2 \approx 0.52$

$\kappa_2(K) = \sqrt{\frac{\lambda_1}{\lambda_2}} = \sqrt{\frac{7.73}{0.52}} \approx 3.85$"
365,"Row reduce to find the null space:
$\begin{pmatrix} 1 & 2 & -1 & 3 \\ 2 & 4 & -2 & 6 \\ 1 & 2 & 0 & 4 \end{pmatrix} \rightarrow \begin{pmatrix} 1 & 2 & -1 & 3 \\ 0 & 0 & 0 & 0 \\ 0 & 0 & 1 & 1 \end{pmatrix} \rightarrow \begin{pmatrix} 1 & 2 & 0 & 4 \\ 0 & 0 & 1 & 1 \\ 0 & 0 & 0 & 0 \end{pmatrix}$

From the RREF: $x_1 + 2x_2 + 4x_4 = 0$ and $x_3 + x_4 = 0$
Setting free variables $x_2 = s, x_4 = t$: $x_1 = -2s - 4t, x_3 = -t$

Null space basis: $\left\{\begin{pmatrix} -2 \\ 1 \\ 0 \\ 0 \end{pmatrix}, \begin{pmatrix} -4 \\ 0 \\ -1 \\ 1 \end{pmatrix}\right\}$"
366,"Iteration 1: $v_1 = Mv_0 = \begin{pmatrix} 7 \\ 5 \end{pmatrix}$, normalize: $v_1 = \frac{1}{\sqrt{74}}\begin{pmatrix} 7 \\ 5 \end{pmatrix}$
$\lambda_1 \approx v_1^TMv_1 = \frac{1}{74}(7, 5)\begin{pmatrix} 45 \\ 33 \end{pmatrix} = \frac{480}{74} \approx 6.49$

Iteration 2: $v_2 = Mv_1 = \frac{1}{\sqrt{74}}\begin{pmatrix} 45 \\ 33 \end{pmatrix}$, normalize: $v_2 = \frac{1}{\sqrt{2114}}\begin{pmatrix} 45 \\ 33 \end{pmatrix}$
$\lambda_2 \approx \frac{1}{2114}(45, 33)\begin{pmatrix} 291 \\ 177 \end{pmatrix} \approx 5.92$

Iteration 3: $v_3 = Mv_2$, normalize and compute $\lambda_3 \approx 6.12$

Iteration 4: $v_4 = Mv_3$, normalize and compute $\lambda_4 \approx 6.03$

The method is converging to the dominant eigenvalue."
367,"Row reduce to echelon form:
$\begin{pmatrix} 2 & 4 & 6 & 8 \\ 1 & 2 & 3 & 4 \\ 3 & 6 & 9 & 12 \\ 2 & 4 & 7 & 9 \end{pmatrix} \rightarrow \begin{pmatrix} 1 & 2 & 3 & 4 \\ 0 & 0 & 0 & 0 \\ 0 & 0 & 0 & 0 \\ 0 & 0 & 1 & 1 \end{pmatrix} \rightarrow \begin{pmatrix} 1 & 2 & 0 & 1 \\ 0 & 0 & 1 & 1 \\ 0 & 0 & 0 & 0 \\ 0 & 0 & 0 & 0 \end{pmatrix}$

Number of non-zero rows = 2, so rank$(N) = 2$"
368,"1-norm (maximum column sum):
Column 1: $|3| + |-1| + |2| = 6$
Column 2: $|-2| + |4| + |-1| = 7$
Column 3: $|1| + |-3| + |5| = 9$
$\|O\|_1 = 9$

$\infty$-norm (maximum row sum):
Row 1: $|3| + |-2| + |1| = 6$
Row 2: $|-1| + |4| + |-3| = 8$
Row 3: $|2| + |-1| + |5| = 8$
$\|O\|_\infty = 8$"
369,"For this symmetric tridiagonal matrix with diagonal elements 4 and off-diagonal elements -1:
$\lambda_k = 4 - 2\cos\left(\frac{k\pi}{6}\right)$ for $k = 1, 2, 3, 4, 5$

$\lambda_1 = 4 - 2\cos(\pi/6) = 4 - \sqrt{3} \approx 2.27$
$\lambda_2 = 4 - 2\cos(\pi/3) = 4 - 1 = 3$
$\lambda_3 = 4 - 2\cos(\pi/2) = 4$
$\lambda_4 = 4 - 2\cos(2\pi/3) = 4 + 1 = 5$
$\lambda_5 = 4 - 2\cos(5\pi/6) = 4 + \sqrt{3} \approx 5.73$"
370,"Without pivoting, we'd divide by 0.001, causing numerical instability. With partial pivoting:
Swap rows: $\begin{pmatrix} 1 & 1 \\ 0.001 & 2 \end{pmatrix}\begin{pmatrix} x \\ y \end{pmatrix} = \begin{pmatrix} 2 \\ 2 \end{pmatrix}$

Eliminate: $R_2 - 0.001R_1$:
$\begin{pmatrix} 1 & 1 \\ 0 & 1.999 \end{pmatrix}\begin{pmatrix} x \\ y \end{pmatrix} = \begin{pmatrix} 2 \\ 1.998 \end{pmatrix}$

Back substitution: $y = \frac{1.998}{1.999} \approx 1$, $x = 2 - 1 = 1$"
371,"Since the matrix has rank 1, I'll use the formula for rank-deficient matrices:
$Q^TQ = \begin{pmatrix} 1 & 0 & 2 \\ 0 & 0 & 0 \end{pmatrix}\begin{pmatrix} 1 & 0 \\ 0 & 0 \\ 2 & 0 \end{pmatrix} = \begin{pmatrix} 5 & 0 \\ 0 & 0 \end{pmatrix}$

$(Q^TQ)^+ = \begin{pmatrix} 1/5 & 0 \\ 0 & 0 \end{pmatrix}$

$Q^+ = (Q^TQ)^+Q^T = \begin{pmatrix} 1/5 & 0 \\ 0 & 0 \end{pmatrix}\begin{pmatrix} 1 & 0 & 2 \\ 0 & 0 & 0 \end{pmatrix} = \begin{pmatrix} 1/5 & 0 & 2/5 \\ 0 & 0 & 0 \end{pmatrix}$"
372,"
Since R is upper triangular, the characteristic polynomial is:
$\det(R - \lambda I) = (3-\lambda)^3$
Characteristic polynomial: $p(\lambda) = (\lambda-3)^3$"
373,"
First find eigenvalues: $(13-\lambda)(7-\lambda) - 16 = \lambda^2 - 20\lambda + 75 = 0$
$\lambda = \frac{20 \pm \sqrt{400-300}}{2} = \frac{20 \pm 10}{2}$
$\lambda_1 = 15, \lambda_2 = 5$

For $\lambda_1 = 15$: eigenvector $v_1 = \begin{pmatrix} 2 \\ 1 \end{pmatrix}$
For $\lambda_2 = 5$: eigenvector $v_2 = \begin{pmatrix} -1 \\ 2 \end{pmatrix}$

$P = \frac{1}{\sqrt{5}}\begin{pmatrix} 2 & -1 \\ 1 & 2 \end{pmatrix}$, $D = \begin{pmatrix} 15 & 0 \\ 0 & 5 \end{pmatrix}$

$\sqrt{S} = P\sqrt{D}P^{-1} = \frac{1}{5}\begin{pmatrix} 2 & -1 \\ 1 & 2 \end{pmatrix}\begin{pmatrix} \sqrt{15} & 0 \\ 0 & \sqrt{5} \end{pmatrix}\begin{pmatrix} 2 & 1 \\ -1 & 2 \end{pmatrix}$

After computation: $\sqrt{S} = \begin{pmatrix} 3 & 1 \\ 1 & 2 \end{pmatrix}$"
374,"Let $X = \begin{pmatrix} x_{11} & x_{12} \\ x_{21} & x_{22} \end{pmatrix}$

$AX = \begin{pmatrix} -x_{11} + 2x_{21} & -x_{12} + 2x_{22} \\ -2x_{21} & -2x_{22} \end{pmatrix}$

$XA^T = \begin{pmatrix} -x_{11} & 2x_{11} - 2x_{12} \\ -x_{21} & 2x_{21} - 2x_{22} \end{pmatrix}$

$AX + XA^T = \begin{pmatrix} -2x_{11} + 2x_{21} & 2x_{11} - 3x_{12} + 2x_{22} \\ -3x_{21} & 2x_{21} - 4x_{22} \end{pmatrix} = -\begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix}$

Solving the system:
$-2x_{11} + 2x_{21} = -2 \Rightarrow x_{11} - x_{21} = 1$
$2x_{11} - 3x_{12} + 2x_{22} = 0$
$-3x_{21} = 0 \Rightarrow x_{21} = 0$
$2x_{21} - 4x_{22} = -3 \Rightarrow x_{22} = \frac{3}{4}$

From the first equation: $x_{11} = 1$
From the second equation: $x_{12} = \frac{2 + 3/2}{3} = \frac{7}{6}$

Solution: $X = \begin{pmatrix} 1 & 7/6 \\ 0 & 3/4 \end{pmatrix}$"
375,"The matrix has eigenvalue $\lambda = 2$ with algebraic multiplicity 3.
$(T - 2I) = \begin{pmatrix} 0 & 1 & 0 \\ 0 & 0 & 1 \\ 0 & 0 & 0 \end{pmatrix}$
$(T - 2I)^2 = \begin{pmatrix} 0 & 0 & 1 \\ 0 & 0 & 0 \\ 0 & 0 & 0 \end{pmatrix}$
$(T - 2I)^3 = 0$

The geometric multiplicity is 1 (nullity of $(T-2I)$ is 1).
The Jordan form has one Jordan block of size 3:
$J = \begin{pmatrix} 2 & 1 & 0 \\ 0 & 2 & 1 \\ 0 & 0 & 2 \end{pmatrix}$"
376,"The 3×3 Hilbert matrix is notoriously ill-conditioned. Computing exactly:
$\det(H_3) = \frac{1}{2160}$

The condition number grows rapidly with matrix size. For $H_3$:
$\kappa_2(H_3) \approx 524$

This can be computed by finding the eigenvalues of $H_3$ and taking the ratio of largest to smallest."
377,"$(U - 8I)v = 0$: $\begin{pmatrix} -3 & 3 \\ 3 & -3 \end{pmatrix}v = 0$
Row reduce: $\begin{pmatrix} 1 & -1 \\ 0 & 0 \end{pmatrix}$
From $x_1 - x_2 = 0$: $x_1 = x_2$
Eigenvector: $v = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$"
378,"$V^TV = \begin{pmatrix} 3 & 1 \\ 2 & 4 \end{pmatrix}\begin{pmatrix} 3 & 2 \\ 1 & 4 \end{pmatrix} = \begin{pmatrix} 10 & 10 \\ 10 & 20 \end{pmatrix}$

Eigenvalues: $(10-\lambda)(20-\lambda) - 100 = \lambda^2 - 30\lambda + 100 = 0$
$\lambda = \frac{30 \pm \sqrt{900-400}}{2} = \frac{30 \pm 10\sqrt{5}}{2} = 15 \pm 5\sqrt{5}$

$\lambda_{\max} = 15 + 5\sqrt{5}$
$\|V\|_2 = \sqrt{15 + 5\sqrt{5}} \approx 4.72$"
379,"$\det(A) = 4(5) - 3(2) = 20 - 6 = 14$

$x = \frac{\begin{vmatrix} 17 & 3 \\ 16 & 5 \end{vmatrix}}{14} = \frac{85 - 48}{14} = \frac{37}{14}$

$y = \frac{\begin{vmatrix} 4 & 17 \\ 2 & 16 \end{vmatrix}}{14} = \frac{64 - 34}{14} = \frac{30}{14} = \frac{15}{7}$"
380,"Eigenvalues: $\lambda = 4$ (multiplicity 2), $\lambda = 3$ (multiplicity 1)
$(W - 4I) = \begin{pmatrix} 0 & 1 & 0 \\ 0 & 0 & 0 \\ 0 & 0 & -1 \end{pmatrix}$
$(W - 4I)^2 = \begin{pmatrix} 0 & 0 & 0 \\ 0 & 0 & 0 \\ 0 & 0 & 1 \end{pmatrix} \neq 0$

Since $(W-4I)^2 \neq 0$ but the 4-eigenspace has dimension 1, we need $(x-4)^2$ factor.
$(W - 3I) = \begin{pmatrix} 1 & 1 & 0 \\ 0 & 1 & 0 \\ 0 & 0 & 0 \end{pmatrix}$

Minimal polynomial: $(x-4)^2(x-3)$"
381,"Trace: $\text{tr}(X) = 2 + 4 + 3 = 9$

Determinant (cofactor expansion along first row):
$\det(X) = 2\begin{vmatrix} 4 & 2 \\ 1 & 3 \end{vmatrix} - 3\begin{vmatrix} 1 & 2 \\ -2 & 3 \end{vmatrix} + (-1)\begin{vmatrix} 1 & 4 \\ -2 & 1 \end{vmatrix}$
$= 2(12-2) - 3(3+4) - 1(1+8) = 20 - 21 - 9 = -10$"
382,"First, I'll orthogonalize the basis using Gram-Schmidt:
$w_1 = u_1 = \begin{pmatrix} 1 \\ 1 \\ 0 \end{pmatrix}$

$w_2 = u_2 - \frac{u_2 \cdot w_1}{w_1 \cdot w_1}w_1 = \begin{pmatrix} 1 \\ 0 \\ 1 \end{pmatrix} - \frac{1}{2}\begin{pmatrix} 1 \\ 1 \\ 0 \end{pmatrix} = \begin{pmatrix} 1/2 \\ -1/2 \\ 1 \end{pmatrix}$

Now project:
$\text{proj}(v) = \frac{v \cdot w_1}{w_1 \cdot w_1}w_1 + \frac{v \cdot w_2}{w_2 \cdot w_2}w_2$

$v \cdot w_1 = 5, w_1 \cdot w_1 = 2$
$v \cdot w_2 = 4 \cdot \frac{1}{2} + 1 \cdot (-\frac{1}{2}) + 2 \cdot 1 = \frac{5}{2}$
$w_2 \cdot w_2 = \frac{1}{4} + \frac{1}{4} + 1 = \frac{3}{2}$

$\text{proj}(v) = \frac{5}{2}\begin{pmatrix} 1 \\ 1 \\ 0 \end{pmatrix} + \frac{5/2}{3/2}\begin{pmatrix} 1/2 \\ -1/2 \\ 1 \end{pmatrix} = \begin{pmatrix} 17/6 \\ 7/6 \\ 5/3 \end{pmatrix}$"
383,"We compute the real Schur decomposition of the matrix
\[
Y = \begin{pmatrix} 1 & 2 \\ -2 & 1 \end{pmatrix},
\]
i.e., we find an orthogonal matrix \( Q \) and a quasi-upper triangular matrix \( T \) such that \( Y = Q T Q^T \).

\subsection*{Step 1: Compute the eigenvalues}
The eigenvalues are found by solving \( \det(Y - \lambda I) = 0 \).

\[
Y - \lambda I = \begin{pmatrix} 1 - \lambda & 2 \\ -2 & 1 - \lambda \end{pmatrix}
\]

\[
\det(Y - \lambda I) = (1 - \lambda)(1 - \lambda) - (2)(-2) = (1 - \lambda)^2 + 4 = \lambda^2 - 2\lambda + 1 + 4 = \lambda^2 - 2\lambda + 5
\]

Solve the quadratic equation:

\[
\lambda^2 - 2\lambda + 5 = 0
\]

\[
\lambda = \frac{2 \pm \sqrt{4 - 20}}{2} = \frac{2 \pm \sqrt{-16}}{2} = \frac{2 \pm 4i}{2} = 1 \pm 2i
\]

The eigenvalues are \( \lambda_1 = 1 + 2i \), \( \lambda_2 = 1 - 2i \), which are complex conjugates. Thus, the real Schur form \( T \) for a 2×2 matrix with eigenvalues \( a \pm bi \) is:

\[
T = \begin{pmatrix} a & b \\ -b & a \end{pmatrix}
\]

Here, \( a = 1 \), \( b = 2 \), so:

\[
T = \begin{pmatrix} 1 & 2 \\ -2 & 1 \end{pmatrix}
\]

Notice that \( T = Y \).

\subsection*{Step 2: Find the orthogonal matrix \( Q \)}
Since \( Y = T \), we can try the identity matrix for \( Q \):

\[
Q = I = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}
\]

Check if it satisfies \( Y = Q T Q^T \):

\[
Q T Q^T = I \cdot T \cdot I^T = T = \begin{pmatrix} 1 & 2 \\ -2 & 1 \end{pmatrix} = Y
\]

Since \( Q = I \) is orthogonal (\( Q^T Q = I \)) and \( Y = Q T Q^T \), this is a valid real Schur decomposition.

\subsection*{Step 3: Verify the Schur form}
The matrix \( T \) has the form expected for complex eigenvalues \( 1 \pm 2i \), as its eigenvalues match those of \( Y \):

\[
\det(T - \lambda I) = \det(Y - \lambda I) = \lambda^2 - 2\lambda + 5 = 0
\]

Thus, \( T \) correctly represents the real Schur form.

\subsection*{Final Answer}
The real Schur decomposition of \( Y \) is:

\[
Y = Q T Q^T
\]

where

\[
Q = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}, \quad T = \begin{pmatrix} 1 & 2 \\ -2 & 1 \end{pmatrix}
\]"
384,"From row 1: $2x_1 = 8 \Rightarrow x_1 = 4$
From row 2: $3x_1 + 4x_2 = 18 \Rightarrow 12 + 4x_2 = 18 \Rightarrow x_2 = \frac{3}{2}$
From row 3: $x_1 - 2x_2 + 5x_3 = 9 \Rightarrow 4 - 3 + 5x_3 = 9 \Rightarrow x_3 = \frac{8}{5}$

Solution: $x = \begin{pmatrix} 4 \\ 3/2 \\ 8/5 \end{pmatrix}$"
385,"$u \cdot v = 2(1) + 1(4) + 3(2) = 2 + 4 + 6 = 12$
$\|u\| = \sqrt{4 + 1 + 9} = \sqrt{14}$
$\|v\| = \sqrt{1 + 16 + 4} = \sqrt{21}$

$\cos\theta = \frac{u \cdot v}{\|u\|\|v\|} = \frac{12}{\sqrt{14}\sqrt{21}} = \frac{12}{\sqrt{294}} = \frac{12}{7\sqrt{6}} = \frac{12\sqrt{6}}{42} = \frac{2\sqrt{6}}{7}$

$\theta = \arccos\left(\frac{2\sqrt{6}}{7}\right) \approx 45.2°$"
386,"For diagonal matrix: $A = \begin{pmatrix} \pm 2 & 0 \\ 0 & \pm 3 \end{pmatrix}$

There are four real solutions:
$\begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix}, \begin{pmatrix} -2 & 0 \\ 0 & 3 \end{pmatrix}, \begin{pmatrix} 2 & 0 \\ 0 & -3 \end{pmatrix}, \begin{pmatrix} -2 & 0 \\ 0 & -3 \end{pmatrix}$"
387,"Since rank$(B) = 1$, we can write $B = uv^T$ where $u = \begin{pmatrix} 1 \\ 2 \end{pmatrix}$ and $v = \begin{pmatrix} 1 \\ 3 \end{pmatrix}$.

$B^+ = \frac{1}{\|u\|^2\|v\|^2}vu^T = \frac{1}{5 \cdot 10}\begin{pmatrix} 1 \\ 3 \end{pmatrix}\begin{pmatrix} 1 & 2 \end{pmatrix} = \frac{1}{50}\begin{pmatrix} 1 & 2 \\ 3 & 6 \end{pmatrix}$"
388,"$C - 5I = \begin{pmatrix} 2 & 2 \\ 4 & -2 \end{pmatrix}$

Row reduce: $\begin{pmatrix} 2 & 2 \\ 4 & -2 \end{pmatrix} \rightarrow \begin{pmatrix} 1 & 1 \\ 0 & -6 \end{pmatrix} \rightarrow \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix} \rightarrow \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$

Only the trivial solution exists: $x = \begin{pmatrix} 0 \\ 0 \end{pmatrix}$"
389,"$D^TD = \begin{pmatrix} 3 & 0 \\ 4 & 5 \end{pmatrix}\begin{pmatrix} 3 & 4 \\ 0 & 5 \end{pmatrix} = \begin{pmatrix} 9 & 12 \\ 12 & 41 \end{pmatrix}$

Find eigenvalues: $(9-\lambda)(41-\lambda) - 144 = \lambda^2 - 50\lambda + 225 = 0$
$\lambda = \frac{50 \pm \sqrt{2500-900}}{2} = \frac{50 \pm 40}{2}$
$\lambda_1 = 45, \lambda_2 = 5$

The positive definite square root $P = \sqrt{D^TD}$ and unitary factor $U = DP^{-1}$ give the polar decomposition $D = UP$."
390,"$Ex = \begin{pmatrix} 2 & 1 \\ 3 & 2 \end{pmatrix}\begin{pmatrix} 3 \\ 1 \end{pmatrix} = \begin{pmatrix} 7 \\ 11 \end{pmatrix}$

Residual: $r = f - Ex = \begin{pmatrix} 7 \\ 11 \end{pmatrix} - \begin{pmatrix} 7 \\ 11 \end{pmatrix} = \begin{pmatrix} 0 \\ 0 \end{pmatrix}$

The residual is zero, so this is an exact solution."
391,"Row reduce to find pivot columns:
$\begin{pmatrix} 1 & 2 & 3 \\ 2 & 4 & 7 \\ 1 & 2 & 4 \end{pmatrix} \rightarrow \begin{pmatrix} 1 & 2 & 3 \\ 0 & 0 & 1 \\ 0 & 0 & 0 \end{pmatrix}$

Pivot columns are 1 and 3, so the column space is spanned by:
$\left\{\begin{pmatrix} 1 \\ 2 \\ 1 \end{pmatrix}, \begin{pmatrix} 3 \\ 7 \\ 4 \end{pmatrix}\right\}$"
392,"Step 1:
$x_1^{(1)} = \frac{1}{5}(12 - 2 \cdot 0) = \frac{12}{5}$
$x_2^{(1)} = \frac{1}{4}(9 - 1 \cdot \frac{12}{5}) = \frac{1}{4}(9 - \frac{12}{5}) = \frac{33}{20}$

Step 2:
$x_1^{(2)} = \frac{1}{5}(12 - 2 \cdot \frac{33}{20}) = \frac{1}{5}(12 - \frac{33}{10}) = \frac{87}{50}$
$x_2^{(2)} = \frac{1}{4}(9 - 1 \cdot \frac{87}{50}) = \frac{1}{4}(9 - \frac{87}{50}) = \frac{363}{200}$

Step 3:
$x_1^{(3)} = \frac{1}{5}(12 - 2 \cdot \frac{363}{200}) = \frac{1}{5}(12 - \frac{363}{100}) = \frac{1837}{1000}$
$x_2^{(3)} = \frac{1}{4}(9 - 1 \cdot \frac{1837}{1000}) = \frac{1}{4}(9 - \frac{1837}{1000}) = \frac{7163}{4000}$"
393,"Characteristic equation: $\det(G - \lambda I) = 0$
$(3-\lambda)^3 - (3-\lambda) - 4(3-\lambda) - 4 - 4(3-\lambda) + 4 = 0$

Expanding: $-\lambda^3 + 6\lambda^2 + 9\lambda - 54 = 0$
$\lambda^3 - 6\lambda^2 - 9\lambda + 54 = 0$

By inspection or numerical methods: $\lambda_1 = 6, \lambda_2 = 3, \lambda_3 = -3$"
394,For diagonal matrix: $\log(H) = \begin{pmatrix} \log(e^3) & 0 \\ 0 & \log(e^{-1}) \end{pmatrix} = \begin{pmatrix} 3 & 0 \\ 0 & -1 \end{pmatrix}$
395,"$I^TI = \begin{pmatrix} 5 & 5 \\ 5 & 10 \end{pmatrix}$

Eigenvalues: $(5-\lambda)(10-\lambda) - 25 = \lambda^2 - 15\lambda + 25 = 0$
$\lambda = \frac{15 \pm \sqrt{225-100}}{2} = \frac{15 \pm 5\sqrt{5}}{2}$

$\sigma_1 = \sqrt{\frac{15 + 5\sqrt{5}}{2}}$ is the largest singular value.

The rank-1 approximation is $I_1 = \sigma_1 u_1 v_1^T$ where $u_1$ and $v_1$ are the corresponding singular vectors."
396,"Let $X = \begin{pmatrix} x_{11} & x_{12} \\ x_{21} & x_{22} \end{pmatrix}$

$XA + AX = \begin{pmatrix} 2x_{11} & 3x_{12} \\ 3x_{21} & 4x_{22} \end{pmatrix} = \begin{pmatrix} 6 & 0 \\ 0 & 12 \end{pmatrix}$

Solving: $x_{11} = 3, x_{12} = 0, x_{21} = 0, x_{22} = 3$

Solution: $X = \begin{pmatrix} 3 & 0 \\ 0 & 3 \end{pmatrix}$"
397,"Row 1: Center = 5, Radius = $|1| + |-2| = 3$, Disc: $|z - 5| \leq 3$
Row 2: Center = 4, Radius = $|2| + |1| = 3$, Disc: $|z - 4| \leq 3$
Row 3: Center = 6, Radius = $|-1| + |2| = 3$, Disc: $|z - 6| \leq 3$

All eigenvalues lie within the union of these three discs."
398,"$\|v\| = \sqrt{9 + 16 + 25} = \sqrt{50} = 5\sqrt{2}$
Choose $\alpha = -5\sqrt{2}$ (opposite sign of $v_1$)
$w = v - \alpha e_1 = \begin{pmatrix} 3 + 5\sqrt{2} \\ 4 \\ 5 \end{pmatrix}$
$u = \frac{w}{\|w\|}$
$H = I - 2uu^T$

After computation: $Hv = \begin{pmatrix} -5\sqrt{2} \\ 0 \\ 0 \end{pmatrix}$"
399,"From row 3: $5x_3 = 15 \Rightarrow x_3 = 3$
From row 2: $4x_2 + 2x_3 = 14 \Rightarrow 4x_2 + 6 = 14 \Rightarrow x_2 = 2$
From row 1: $3x_1 + 2x_2 + x_3 = 16 \Rightarrow 3x_1 + 4 + 3 = 16 \Rightarrow x_1 = 3$

Solution: $x = \begin{pmatrix} 3 \\ 2 \\ 3 \end{pmatrix}$"
400,"$M^TM = M^2 = \begin{pmatrix} 10 & 6 \\ 6 & 10 \end{pmatrix}$

Eigenvalues: $(10-\lambda)^2 - 36 = \lambda^2 - 20\lambda + 64 = (\lambda-16)(\lambda-4) = 0$
$\lambda_1 = 16, \lambda_2 = 4$

$\|M\|_2 = \sqrt{16} = 4$"
401,"For anti-symmetric matrices, eigenvalues are purely imaginary or zero.
Characteristic equation: $\det(N - \lambda I) = -\lambda^3 - 14\lambda = -\lambda(\lambda^2 + 14) = 0$

Eigenvalues: $\lambda_1 = 0, \lambda_2 = i\sqrt{14}, \lambda_3 = -i\sqrt{14}$"
402,"$O^TO = \begin{pmatrix} 1 & 0 \\ 2 & 0.001 \end{pmatrix}\begin{pmatrix} 1 & 2 \\ 0 & 0.001 \end{pmatrix} = \begin{pmatrix} 1 & 2 \\ 2 & 4.000001 \end{pmatrix}$

Eigenvalues: $(1-\lambda)(4.000001-\lambda) - 4 = \lambda^2 - 5.000001\lambda + 0.000001$
$\lambda_1 \approx 5, \lambda_2 \approx 0.0000002$

$\kappa_2(O) = \sqrt{\frac{5}{0.0000002}} \approx 5000$"
